"TID","EN","FR","DE","ES","IT","NL","NO","TR","JP","KR","RU","AR","PT","CN","CNT","FA","ID","MS","TH","FI","VI"
"TID_WALLIS_AND_FUTUNA","Wallis and Futuna","Wallis-et-Futuna","Wallis und Futuna","Wallis y Futuna","Wallis e Futuna","Wallis en Futuna","Wallis- og Futunaøyene","Wallis ve Futuna","ウォリス・フツナ","윌리스푸투나 제도","Уоллис и Футуна","واليس وفوتونا","Ilhas Wallis e Futuna","瓦利斯群岛和富图纳群岛","瓦利斯和富圖納","والیس و فوتونا","Wallis dan Futuna","Wallis dan Futuna","หมู่เกาะวาลลิสและหมู่เกาะฟุตูนา","Wallis ja Futuna","Wallis và Futuna"
"TID_WESTERN_SAHARA","Western Sahara","Sahara occidental","Westsahara","Sáhara Occidental","Sahara Occidentale","Westelijke Sahara","Vest-Sahara","Batı Sahra","西サハラ","서부 사하라","Западная Сахара","الصحراء الغربية","Saara Ocidental","西撒哈拉","西撒哈拉","صحرای غربی","Sahara Barat","Sahara Barat","เวสเทิร์นสะฮารา","Länsi-Sahara","Tây Sahara"
"TID_YEMEN","Yemen","Yémen","Jemen","Yemen","Yemen","Jemen","Jemen","Yemen","イエメン","예멘","Йемен","اليمن","Iêmen","也门","葉門","یمن","Yaman","Yaman","เยเมน","Jemen","Yemen"
"TID_ZAMBIA","Zambia","Zambie","Sambia","Zambia","Zambia","Zambia","Zambia","Zambiya","ザンビア","잠비아","Замбия","زامبيا","Zâmbia","赞比亚","尚比亞","زامبیا","Zambia","Zambia","แซมเบีย","Sambia","Zambia"
"TID_ZIMBABWE","Zimbabwe","Zimbabwe","Simbabwe","Zimbabue","Zimbabwe","Zimbabwe","Zimbabwe","Zimbabve","ジンバブエ","짐바브웨","Зимбабве","زيمبابوي","Zimbábue","津巴布韦","辛巴威","زیمبابوه","Zimbabwe","Zimbabwe","ซิมบับเว","Zimbabwe","Zimbabwe"
"TID_REGION_ANY","Any","Indifférente","Beliebig","Cualquiera","Qualsiasi","Willekeurig","Alle","Herhangi","すべて","모두","Любое","أي","Qualquer","任何","任何","هر مورد","Bebas","Apa jua","ได้หมด","Mikä tahansa","Bất kỳ"
"TID_BUTTON_SELECT_REGION","Select","Parcourir","Wählen","Seleccionar","Seleziona","Selecteren","Velg","Seç","選択","선택","Выбрать","اختيار","Selecionar","选择","選擇","انتخاب","Pilih","Pilih","เลือก","Valitse","Chọn"
"TID_SELECT_REGION","Select Location","Sélectionner une région","Region wählen","Seleccionar región","Seleziona regione","Kies regio","Velg region","Bölge Seç","地域を選択","지역 선택","Выбери регион","اختيار المنطقة","Selecionar região","选择区域","選擇區域","انتخاب ناحیه","Pilih Wilayah","Pilih Rantau","เลือกภูมิภาค","Valitse alue","Chọn Khu vực"
"TID_ATTACK_LINEUP","ATTACK SQUAD",,,,,,,,,,,,,,,,,,,,
"TID_PLAYER_PROFILE","PLAYER PROFILE",,,,,,,,,,,,,,,,,,,,
"TID_EXP","XP",,,,,,,,,,,,,,,,,,,,
"TID_FREE_SUPPLY_NOT_READY_YET","FREE BOX delivery in <time>",,,,,,,,,,,,,,,,,,,,
"TID_LEVEL_X","LEVEL <num>",,,,,,,,,,,,,,,,,,,,
"TID_HQ_LEVEL_X","HQ – LEVEL <num>",,,,,,,,,,,,,,,,,,,,
"TID_HELICOPTER_LEVEL_X","CHOPPER – LEVEL <num>",,,,,,,,,,,,,,,,,,,,
"TID_HQ_LOCK_TOOLTIP","Upgrade to <c000000>HQ - LEVEL <num></c> before upgrading your CHOPPER",,,,,,,,,,,,,,,,,,,,
"TID_EXP_LOCK_TOOLTIP","Locked by XP Level!\nUpgrade your cards and battle to gain XP!",,,,,,,,,,,,,,,,,,,,
"TID_EXP_LOCK_NEXT_TOOLTIP","Locked by XP Level!\nUpgrade your cards and battle to gain XP!\n<c000000>XP NEEDED: <num></c>",,,,,,,,,,,,,,,,,,,,
"TID_ATTACKS","ATTACKS",,,,,,,,,,,,,,,,,,,,
"TID_STARS","STARS",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_TIME_LEFT","<time> to end",,,,,,,,,,,,,,,,,,,,
"TID_SAVE","SAVE",,,,,,,,,,,,,,,,,,,,
"TID_WATCH_REPLAY","WATCH REPLAY",,,,,,,,,,,,,,,,,,,,
"TID_ATTACKS_LEFT","ATTACKS LEFT",,,,,,,,,,,,,,,,,,,,
"TID_REPLAY_ERROR_REASON_NO_REPLAY_DATA_FOUND","Failed to play replay. Data not found",,,,,,,,,,,,,,,,,,,,
"TID_REPLAY_ERROR_REASON_UNDEFINED","Failed to play replay. Unknown reason",,,,,,,,,,,,,,,,,,,,
"TID_EDIT_LAYOUT","EDIT LAYOUT",,,,,,,,,,,,,,,,,,,,
"TID_ENEMY_MAP","ENEMY\nMAP",,,,,,,,,,,,,,,,,,,,
"TID_OWN_MAP","OWN\nMAP",,,,,,,,,,,,,,,,,,,,
"TID_TROOPS_IN_USE","TROOPS",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_ATTACK_EVENT_BATTLE_STARTED","ATTACK STARTED",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_ATTACK_EVENT_ONE_STAR_RECEIVED","1 STAR GAINED",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_ATTACK_EVENT_TWO_STARS_RECEIVED","2 STARS GAINED",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_ATTACK_EVENT_THREE_STARS_RECEIVED","3 STARS GAINED",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_UNDER_ATTACK_BY","<name> vs",,,,,,,,,,,,,,,,,,,,
"TID_INVALID_NAME","Invalid name! Please try another one.","Nom incorrect ! Veuillez en choisir un autre.","Ungültiger Name! Bitte probiere einen anderen.","El nombre no es válido. Prueba con otro.","Nome non valido! Prova con un altro.","Ongeldige naam! Probeer een andere naam.","Ugyldig navn! Prøv et annet.","Geçersiz ad! Lütfen başka bir tane dene.","この名前は使用できません！\n別の名前にしてください。","잘못된 이름입니다! 다른 이름을 사용해보세요.","Неверное имя! Пожалуйста, попробуй другое.","اسم غير صالح! الرجاء استخدام اسم آخر.","Nome inválido. Tente outro.","此名称无效，换个试试吧！","此名稱無效，換個試試吧！","اسم نامعتبر! لطفاً یکی دیگه امتحان کن.","Nama tidak valid! Coba yang lain.","Nama tidak sah! Sila cuba yang lain.","ชื่อไม่ถูกต้อง! โปรดลองชื่ออื่น","Nimi on virheellinen. Kokeile jotain toista.","Tên không hợp lệ! Vui lòng thử lại tên khác."
"TID_INVALID_DESCRIPTION","Invalid description! Please try another one.","Description non valide ! Veuillez en choisir une autre.","Ungültige Beschreibung! Bitte probiere eine andere.","La descripción no es válida. Prueba con otra.","Descrizione non valida! Provane un'altra.","Ongeldige beschrijving! Probeer een andere.","Ugyldig beskrivelse! Prøv en annen.","Geçersiz açıklama! Lütfen başka bir açıklama dene.","説明が無効です！ 別のものを試してください。","부적절한 설명입니다! 다른 내용을 입력하세요.","Описание не подходит! Пожалуйста, попробуй другое.","وصف غير صالح! الرجاء استخدام وصف آخر.","Descrição inválida. Tente outra.","此部落描述无效，请修改！","此部落描述無效，請修改！","توضیح نامعتبر! لطفاً یکی دیگه امتحان کن.","Deskripsi tidak valid! Coba yang lain.","Penerangan tidak sah! Sila cuba yang lain.","คำอธิบายไม่ถูกต้อง! โปรดลองคำอธิบายอื่น","Kuvaus on virheellinen. Kokeile jotain toista.","Mô tả không hợp lệ! Vui lòng thử lại mô tả khác."
"TID_BASE_OWNER","BASE OWNER",,,,,,,,,,,,,,,,,,,,
"TID_BEST_ATTACK","BEST ATTACK",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_DEFENCE","VIEW DEFENSE",,,,,,,,,,,,,,,,,,,,
"TID_DO_DRAFT","DRAFT\nTROOPS",,,,,,,,,,,,,,,,,,,,
"TID_VS","VS",,,,,,,,,,,,,,,,,,,,
"TID_YOU_CAN_ONLY_ATTACK_THE_CLOSEST","Get at least 1 Star on previous bases first",,,,,,,,,,,,,,,,,,,,
"TID_YOU_CANT_REATTACK_NODES_YET","Get at least 1 Star on all other bases first",,,,,,,,,,,,,,,,,,,,
"TID_YOU_CAN_ONLY_ATTACK_YOUR_OWN_PATH","Can't attack there. Level is not on your path",,,,,,,,,,,,,,,,,,,,
"TID_CAN_NOT_SCOUT_PLAYER","Get at least 1 Star on previous bases first",,,,,,,,,,,,,,,,,,,,
"TID_WATCH_LIVE","Watch Live",,,,,,,,,,,,,,,,,,,,
"TID_UI_TOP_VIEWERS_TITLE","SPECTATORS",,,,,,,,,,,,,,,,,,,,
"TID_SHOP_TAB_CHESTS","BOXES",,,,,,,,,,,,,,,,,,,,
"TID_SHOP_TAB_CARDS","DAILY DEALS",,,,,,,,,,,,,,,,,,,,
"TID_SHOP_TAB_RESOURCES","GOLD",,,,,,,,,,,,,,,,,,,,
"TID_SHOP_TAB_BILLING_PACKAGES","GEMS",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_RESEARCH_LEADER_CAN_START","Ask your Team Leader to start a Team Research",,,,,,,,,,,,,,,,,,,,
"TID_START_DOMINATION_FAILED_ALREADY_IN_WAR","Failed to start DOMINATION. Already in DOMINATION",,,,,,,,,,,,,,,,,,,,
"TID_START_DOMINATION_FAILED_NO_RIGHTS","Failed to start DOMINATION. Ask your Team Leader to start",,,,,,,,,,,,,,,,,,,,
"TID_START_DOMINATION_FAILED_NOT_ENOUGH_MEMBERS","Failed to start DOMINATION. Not enough members",,,,,,,,,,,,,,,,,,,,
"TID_START_DOMINATION_FAILED_GENERIC_ERROR","Failed to start DOMINATION",,,,,,,,,,,,,,,,,,,,
"TID_START_DOMINATION_FAILED_NOT_IN_ALLIANCE","Failed to start DOMINATION. Not in a Team",,,,,,,,,,,,,,,,,,,,
"TID_START_DOMINATION_FAILED_WAR_COOLDOWN_ACTIVE","Failed to start DOMINATION. Cooldown is active",,,,,,,,,,,,,,,,,,,,
"TID_BUFF_TAZER","SLOW",,,,,,,,,,,,,,,,,,,,
"TID_BUFF_FREEZE","FREEZE",,,,,,,,,,,,,,,,,,,,
"TID_BUFF_STUN","STUN",,,,,,,,,,,,,,,,,,,,
"TID_BUFF_HEAL","HEAL",,,,,,,,,,,,,,,,,,,,
"TID_BUFF_RAGE","RAGE",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_3_STAR_ATTACKS","THREE STAR ATTACKS",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_CARDS_LEFT","TROOPS REMAINING",,,,,,,,,,,,,,,,,,,,
"TID_LIVE","LIVE",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_RESEARCH_FAIL_ERROR_CODE_INSUFFICIENT_PERMISSIONS","Research failed you do not have permission",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_RESEARCH_FAIL_ERROR_CODE_ALREADY_ACTIVE_RESEARCH","Research failed. Research already in progress",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_RESEARCH_FAIL_ERROR_CODE_NO_ACTIVE_RESEARCH","Research failed. No active research",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_RESEARCH_FAIL_ERROR_CODE_RESEARCH_COMPLETE","Research failed. Research complete",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_RESEARCH_FAIL_ERROR_CODE_MAX_DONATIONS","Research failed. Donations already at maximum",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_RESEARCH_FAIL_ERROR_CODE_INVALID_RESEARCH","Research failed. Invalid research",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_RESEARCH_FAIL_GENERIC","Research failed",,,,,,,,,,,,,,,,,,,,
"TID_NO_ATTACKS","NO ATTACKS YET",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_STATE_NOT_IN_DOMINATION","Not in a DOMINATION",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_STATE_ENTER_DOMINATION","Entering",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_STATE_IN_MATCHMAKING","Matchmaking",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_STATE_MATCHED","Matched",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_STATE_PREPARATION","Preparation Day",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_STATE_IN_DOMINATION","Battle Day",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_STATE_ENDED","Finished",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_STATE_CANCELLED","Cancelled",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_STATE_UNKNOWN"," ",,,,,,,,,,,,,,,,,,,,
"TID_PROFILE_TAB_PROFILE","PROFILE",,,,,,,,,,,,,,,,,,,,
"TID_PROFILE_TAB_EVENTS","MESSAGES",,,,,,,,,,,,,,,,,,,,
"TID_PROFILE_TAB_SOCIAL","FRIENDS",,,,,,,,,,,,,,,,,,,,
"TID_PROFILE_TAB_FRIENDS","LEADERBOARD",,,,,,,,,,,,,,,,,,,,
"TID_PROFILE_TAB_SEARCH","SEARCH",,,,,,,,,,,,,,,,,,,,
"TID_FB_FRIENDS_WILL_APPEAR","Game Center and Facebook Friends automatically appear once you've logged in",,,,,,,,,,,,,,,,,,,,
"TID_FB_FRIENDS_WILL_APPEAR_ANDROID","Facebook Friends automatically appear once you've logged in",,,,,,,,,,,,,,,,,,,,
"TID_FACEBOOK_CONNECT_BUTTON","Link Facebook",,,,,,,,,,,,,,,,,,,,
"TID_SEARCH_FOR_PLAYER","Player Tag:",,,,,,,,,,,,,,,,,,,,
"TID_SEARCH_FOR_PLAYER_DEFAULT_TEXT","Type the player tag of the player you want to find",,,,,,,,,,,,,,,,,,,,
"TID_ ATTACK_CARDS","ATTACK CARDS",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_PROFILE","VIEW PROFILE",,,,,,,,,,,,,,,,,,,,
"TID_LEAGUE_SEASON_ENDED","LEAGUE SEASON ENDED",,,,,,,,,,,,,,,,,,,,
"TID_LEAGUE_SEASON_POINTS","SEASON STARS",,,,,,,,,,,,,,,,,,,,
"TID_LEAGUE_SEASON_RESET","SEASON RESET",,,,,,,,,,,,,,,,,,,,
"TID_DONATE_OUT_OF_TIME","DONATION RAN OUT OF TIME",,,,,,,,,,,,,,,,,,,,
"TID_CANT_START_RESEARCH_TOO_SMALL_CLAN","CANT START RESEARCH. TEAM NEEDS <num> MEMBERS",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_STAR_BOX_TITLE","DOMINATION STAR BOX",,,,,,,,,,,,,,,,,,,,
"TID_BRONZE","BRONZE",,,,,,,,,,,,,,,,,,,,
"TID_SILVER","SILVER",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_WINNERS_BONUS","WINNERS' BONUS",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_REWARDS","DOMINATION REWARDS",,,,,,,,,,,,,,,,,,,,
"TID_30_PERCENT","30,00%",,,,,,,,,,,,,,,,,,,,
"TID_60_PERCENT","60,00%",,,,,,,,,,,,,,,,,,,,
"TID_90_PERCENT","90,00%",,,,,,,,,,,,,,,,,,,,
"TID_DRAFT_NOT_DONE_YET","Draft not finished! Draft your cards first",,,,,,,,,,,,,,,,,,,,
"TID_SHARE_REPLAY_BUTTON","SHARE",,,,,,,,,,,,,,,,,,,,
"TID_TITLE_SHARE_REPLAY","Share Replay",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_REPLAY_TEXT","Check this replay out!",,,,,,,,,,,,,,,,,,,,
"TID_REPLAY_SHARED_SUCCESS","Replay Shared!",,,,,,,,,,,,,,,,,,,,
"TID_REPLAY_SHARED_FAIL","You have already shared a replay. Share again in <time>.",,,,,,,,,,,,,,,,,,,,
"TID_REPLAY_SHARED_FAIL_NOT_IN_CLAN","Join a team to share replay!",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_COUNT","<num> views",,,,,,,,,,,,,,,,,,,,
"TID_REPLAY_BUTTON","REPLAY",,,,,,,,,,,,,,,,,,,,
"TID_REPLAY_NO_LONGER_AVAILABLE","Replay is no longer available",,,,,,,,,,,,,,,,,,,,
"TID_SHARED_REPLAY","SHARED REPLAY",,,,,,,,,,,,,,,,,,,,
"TID_AVATAR_MESSAGE_SENDER_PLAYER_SUPPORT","MESSAGE FROM PLAYER SUPPORT",,,,,,,,,,,,,,,,,,,,
"TID_AVATAR_MESSAGE_BUTTON_MORE_INFO","MORE INFO",,,,,,,,,,,,,,,,,,,,
"TID_NEW_DEVICE_LINKED","New device was linked to your account!",,,,,,,,,,,,,,,,,,,,
"TID_INBOX_FRIEND_INVITE_ACCEPTED_TITLE","Friend Added!",,,,,,,,,,,,,,,,,,,,
"TID_INBOX_FRIEND_INVITE_ACCEPTED","<name> has accepted your friend Invite!",,,,,,,,,,,,,,,,,,,,
"TID_DIAMOND_PACK_0","PILE OF GEMS",,,,,,,,,,,,,,,,,,,,
"TID_DIAMOND_PACK_1","BAG OF GEMS",,,,,,,,,,,,,,,,,,,,
"TID_DIAMOND_PACK_2","CASE OF GEMS",,,,,,,,,,,,,,,,,,,,
"TID_DIAMOND_PACK_3","BARREL OF GEMS",,,,,,,,,,,,,,,,,,,,
"TID_DIAMOND_PACK_4","TRUCK OF GEMS",,,,,,,,,,,,,,,,,,,,
"TID_DIAMOND_PACK_5","ALL THE GEMS",,,,,,,,,,,,,,,,,,,,
"TID_RESOURCE_PACK_GOLD_XSMALL","FILL BY 10%",,,,,,,,,,,,,,,,,,,,
"TID_RESOURCE_PACK_GOLD_SMALL","FILL BY 25%",,,,,,,,,,,,,,,,,,,,
"TID_RESOURCE_PACK_GOLD_MEDIUM","FILL BY 50%",,,,,,,,,,,,,,,,,,,,
"TID_RESOURCE_PACK_GOLD_BIG","FILL TO MAX",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_MATCHMAKE_CANCEL_FAILED_NEED_TO_BE_LEADER","Canceling matchmake failed. Only team leader can cancel matchmake",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_MATCHMAKE_CANCEL_FAILED_GENERIC","Canceling matchmake failed.",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_MATCHMAKE_CANCEL_FAILED_NOT_IN_ALLIANCE","Canceling matchmake failed. Not in a Team",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_MATCHMAKE_CANCEL_FAILED_NOT_IN_DOMINATION","Canceling matchmake failed. Not in DOMINATION",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_MATCHMAKE_CANCEL_FAILED_ALREADY_STARTED","Canceling matchmake failed. Already started",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_ENDED_TITLE","DOMINATION ENDED",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_JOIN_BANNED","You have been banned from this Team",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_INFO","TEAM INFO",,,,,,,,,,,,,,,,,,,,
"TID_DEFENSE_BOX","DEFENSE BOX",,,,,,,,,,,,,,,,,,,,
"TID_ATTACK_START","RUSH!",,,,,,,,,,,,,,,,,,,,
"TID_SPECTATING","SPECTATING",,,,,,,,,,,,,,,,,,,,
"TID_PERSONAL_BREAK_ATTACK_DISABLED","You must wait until after your Personal Break to start an attack.",,,,,,,,,,,,,,,,,,,,
"TID_ATTACK_FAIL_GENERIC","Unable to attack! Try again later.",,,,,,,,,,,,,,,,,,,,
"TID_SHUTDOWN_ATTACK_DISABLED","Attacking is disabled until the maintenance break is over.",,,,,,,,,,,,,,,,,,,,
"TID_ATTACK_FAIL_LEVEL_DIFFERENCE","Can't attack! Level difference is too high",,,,,,,,,,,,,,,,,,,,
"TID_ATTACK_FAIL_SHIELD","Can't attack! 5",,,,,,,,,,,,,,,,,,,,
"TID_ATTACK_FAIL_ALREADY_UNDER_ATTACK","Can't attack! Target already under attack.",,,,,,,,,,,,,,,,,,,,
"TID_ATTACK_FAIL_SAME_ALLIANCE","Can't attack your own Teammate!",,,,,,,,,,,,,,,,,,,,
"TID_NOT_ENOUGH_RESOURCE_ATTACK","You don't have enough resources!",,,,,,,,,,,,,,,,,,,,
"TID_ATTACK_FAIL_NO_MATCHES","Unable to find target for attack!",,,,,,,,,,,,,,,,,,,,
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","Attacking other players is temporarily disabled!",,,,,,,,,,,,,,,,,,,,
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Sorry, the servers are under maintenance. Please try again in a few hours.",,,,,,,,,,,,,,,,,,,,
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Sorry, the servers are under maintenance. Please try again in a couple hours.",,,,,,,,,,,,,,,,,,,,
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Sorry, the servers are under maintenance. Please try again in about an hour and a half.",,,,,,,,,,,,,,,,,,,,
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Sorry, the servers are under maintenance. Please try again in about an hour.",,,,,,,,,,,,,,,,,,,,
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Sorry, the servers are under maintenance. Please try again in about <value> minutes.",,,,,,,,,,,,,,,,,,,,
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Sorry, the servers are under maintenance. Please try again in a few minutes.",,,,,,,,,,,,,,,,,,,,
"TID_NEXT_LEVEL","NEXT LEVEL",,,,,,,,,,,,,,,,,,,,
"TID_ATTACKER_HAS_DISCONNECTED","Attacker disconnected!",,,,,,,,,,,,,,,,,,,,
"TID_PLAYER_CONCEDED","Attacker surrendered!",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_HELP_TITLE","WHAT IS TEAM DOMINATION?",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_SUB_TITLE_01","PREPARATION DAY",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_SUB_TITLE_02","PATH OF DOMINATION",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_SUB_TITLE_03","BATTLE DAY",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_HELP_TXT_01","Set up your THREE defense bases\n\nTroops and defenses are preplaced, but can be moved",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_HELP_TXT_02","COORDINATE with your Team to attack the best bases for the troops you have",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_HELP_TXT_03","Attack until you have NO TROOPS LEFT to use",,,,,,,,,,,,,,,,,,,,
"TID_SHOP_ALREADY_BOUGHT","ALREADY BOUGHT!",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_HELP_POINT_1","PREPARE",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_HELP_POINT_2","COORDINATE",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_HELP_POINT_3","ATTACK",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_HELP_NUM_1",1,,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_HELP_NUM_2",2,,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_HELP_NUM_3",3,,,,,,,,,,,,,,,,,,,,
"TID_DEFENSE_LOCK_BY_HQ","GET 10 STARS",,,,,,,,,,,,,,,,,,,,
"TID_FIND_TEAM","FIND TEAM",,,,,,,,,,,,,,,,,,,,
"TID_YOUR_OUTPOST","YOUR BASE",,,,,,,,,,,,,,,,,,,,
"TID_TEAM_MATES_OUTPOST","TEAMMATE'S BASE",,,,,,,,,,,,,,,,,,,,
"TID_TAP_TO_CONTINUE","Tap to continue",,,,,,,,,,,,,,,,,,,,
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","New Game Center login",,,,,,,,,,,,,,,,,,,,
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Do you want to save your current game on this Game Center account?",,,,,,,,,,,,,,,,,,,,
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center Alert",,,,,,,,,,,,,,,,,,,,
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Do you want to load <c3366cc><name></c>'s progress with <c3366cc>level <number></c>? Warning: progress in the current game will be lost.",,,,,,,,,,,,,,,,,,,,
"TID_BOUND_TO_OTHER_ACCOUNT_WITHOUT_NAME","Do you want to load another progress with <c3366cc>level <number></c>?",,,,,,,,,,,,,,,,,,,,
"TID_LOCAL_NOTIFICATION_DOMINATION_ENDS","TEAM DOMINATION ends soon. Check the results!",,,,,,,,,,,,,,,,,,,,
"TID_LOCAL_NOTIFICATION_DOMINATION_PREPARATION_ENDS","TEAM DOMINATION preparation ends soon. Are your bases ready?",,,,,,,,,,,,,,,,,,,,
"TID_BASE_ALREADY_ATTACKED_FOR_THREE_STARS","Can't attack there. Someone already got 3 Stars!",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_PLAYER_IS_NOT_IN_ALLIANCE","Attacker is not in the Team!",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_PLAYER_IS_NOT_PART_OF_DOMINATION","Attacker is not part of DOMINATION",,,,,,,,,,,,,,,,,,,,
"TID_CANT_ATTACK_DATA_NOT_READY","Data not ready! Wait a moment and try again",,,,,,,,,,,,,,,,,,,,
"TID_DRAFT_NOT_FINISHED","Draft not finished!",,,,,,,,,,,,,,,,,,,,
"TID_UPGRADES_AVAILABLE","UPGRADES AVAILABLE",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATION_JOIN_TEAM_TO_PLAY","Join a TEAM to play TEAM DOMINATION",,,,,,,,,,,,,,,,,,,,
"TID_PUSH_NOTIFICATION_DOMINATION_BEGINS_TITLE","TEAM DOMINATION has begun!",,,,,,,,,,,,,,,,,,,,
"TID_PUSH_NOTIFICATION_DOMINATION_BEGINS_BODY","It's your Team vs. <opponent>!",,,,,,,,,,,,,,,,,,,,
"TID_COMMANDER_TEXT_OUTPOST","Gold – we need more gold! \n\nTo produce GOLD we need to find a GOLD MINE! Let's do it now!",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_CONFIRM","Confirm",,,,,,,,,,,,,,,,,,,,
"TID_CONFIRM_WORD","CONFIRM",,,,,,,,,,,,,,,,,,,,
"TID_ACCOUNT_SWITCH_TITLE","Are you sure?",,,,,,,,,,,,,,,,,,,,
"TID_YOU_SURE_TO_DELETE","Are you absolutely sure you want to delete the current progress and replace it",,,,,,,,,,,,,,,,,,,,
"TID_PLEASE_TYPE_CONFIRM_ACCOUNT","Please type in \q<CONFIRM>\q and press the Confirm button to complete the action",,,,,,,,,,,,,,,,,,,,
"TID_COMMANDER_TEXT_HELP_COMMANDER","Your new COMMANDER is there on the battlefield!\n\nYou can move him around and activate his ability during the battle!",,,,,,,,,,,,,,,,,,,,
"TID_SEASON_RESET_STARTS","SEASON RESET STARTS FROM",,,,,,,,,,,,,,,,,,,,
"TID_HQ_UPGRADE_TITLE","HQ UPGRADED!",,,,,,,,,,,,,,,,,,,,
"TID_HELICOPTER_UPGRADE_TITLE","CHOPPER UPGRADED!",,,,,,,,,,,,,,,,,,,,
"TID_CARD_PLASMAGUN","PLASMAGUN",,,,,,,,,,,,,,,,,,,,
"TID_CARD_TESLA","TESLA",,,,,,,,,,,,,,,,,,,,
"TID_CARD_ROCKET_PLATFORM","ROCKET TRAP",,,,,,,,,,,,,,,,,,,,
"TID_CARD_DUMMY","DUMMY",,,,,,,,,,,,,,,,,,,,
"TID_CARD_WHITENINJA","SNEAKY NINJA",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_CLAN","VIEW TEAM",,,,,,,,,,,,,,,,,,,,
"TID_INVITE","INVITE",,,,,,,,,,,,,,,,,,,,
